,,BANK OF DITCH (BO. PADONG),(SITIO) SARGEANT PLS/ CONC. MON.,ILOCOS NORTE,REGION I,,,14572.29,26187.55,,,,,
BLBM,,,NUEVA ERA,ILOCOS NORTE,REGION I,17-55-07.3,120-39-44.4,20000,20000,,,,,
BLBM,,,NUEVA ERA,ILOCOS NORTE,REGION I,,,20053.5,19915.54,,,,,
BLLM,1,,NUEVA ERA,ILOCOS NORTE,REGION I,17-55-07.3,120-39-44.4,20000,20000,1981796.802,464224.17,,,
BLLM,2,,NUEVA ERA,ILOCOS NORTE,REGION I,,,20053.5,19915.54,1981850.453,464139.81,,,
BLBM,1,,PACIENCIA,ILOCOS NORTE,REGION I,,,16633.37,23914.36,,,,,
BLBM,2,,PACIENCIA,ILOCOS NORTE,REGION I,,,16600.07,23972,,,,,
BLBM,1,,PADONG,ILOCOS NORTE,REGION I,,,16724.89,24467.79,,,,,
BLBM,2,,PADONG,ILOCOS NORTE,REGION I,,,16563.21,24429.48,,,,,
BBM,1,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2053194.1,477003.63,,,
BBM,2,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051812.75,476041.46,,,MBM 1
BBM,3,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051289.62,476465.21,,,MBM 11
BBM,4,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051950.18,477200.72,,,
BBM,5,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052740.97,477629.19,,,
BBM,6,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2053270.25,477980.14,,,
BBM,7,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052920.85,479048.64,,,
BBM,8,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2053707.85,478607.05,,,
BBM,9,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2054027.87,478096.27,,,
BBM,10,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2054925.08,477321.12,,,
BBM,11,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2055382.97,477087.78,,,
BBM,12,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2055552.77,477777.31,,,
BBM,13,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2056681.47,480035.51,,,
BBM,14,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2054809.51,478604.07,,,
BBM,15,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2054718.59,479183.45,,,
BBM,16,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2054164.582,480089.383,,,
BBM,17,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2054347.85,480239.86,,,
BBM,18,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2055335.12,480874.39,,,
BBM,19,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2055345.26,482370.67,,,
BBM,20,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2056086.04,481901.65,,,
BBM,21,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2057343.33,481288.33,,,
BBM,22,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2061022.17,480725.58,,,
BBM,23,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2053424.23,479970.56,,,
BBM,24,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052456.05,479348.97,,,
BBM,25,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052454.88,479654.83,,,
BBM,26,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052305.11,478502,,,
BBM,27,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051915.79,478054.6,,,
BBM,28,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052011.47,478785.46,,,
BBM,29,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2050340.09,478607.19,,,MBM 9
BBM,30,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051251.28,479429.78,,,
BBM,31,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051382.75,480181.72,,,
BBM,32,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051369.96,480555.37,,,
BBM,33,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051846.4,480986.52,,,
BBM,34,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051693.68,481371.93,,,
BBM,35,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052222.31,481096.46,,,
BBM,36,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2048358.07,483138.84,,,MBM 7
BBM,37,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2053458.17,484923.35,,,
BBM,38,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2056208.15,483770.2,,,
BBM,39,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2057232.8,483920.5,,,
BBM,40,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2058654.59,482992.02,,,
BBM,41,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2058689.64,484705.23,,,
BBM,42,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2059971.16,483735.99,,,
BBM,43,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2061701.11,483637.99,,,
BBM,44,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2062724.59,484151.12,,,
BBM,45,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2054146.14,489330.5,,,
BBM,46,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052714.751,492535.063,,,
BBM,47,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051605.81,492734.27,,,
BBM,48,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2046429.98,493238.8,,,MBM 4
BLLM,1,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,18-33-37.838,120-47-09.585,,,2052808.701,477409.34,,,
BLLM,2,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052926.612,477374.777,,,
BLLM,3,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2057824.832,476643.499,,,
BLLM,4,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2058048.841,476684.694,,,
BLLM,5,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2063048.968,483656.187,,,
BLLM,6,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2062651.185,484305.574,,,
BLLM,7,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052278.087,491963.027,,,
BLLM,8,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2052565.379,491672.464,,,
BLLM,9,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2057206.927,482786.118,,,
BLLM,10,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2057107.378,482278.568,,,
MBM,1,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051812.75,476041.46,,,
MBM,2,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2054526.49,496706.79,,,PBM 1
MBM,3,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2047298.36,495904.36,,,PBM 2
MBM,3,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2047298.36,,,,"PBM 2, EASTING = BLURRED"
MBM,4,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2046479.98,493238.8,,,BBM 48
MBM,5,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2048379.65,491044.67,,,
MBM,6,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2046948.73,484436.13,,,
MBM,7,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2048358.07,483138.84,,,BBM 36
MBM,8,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,,,,,NO DATA
MBM,9,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2050340.09,478607.19,,,BBM 29
MBM,10,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,,,,,NO DATA
MBM,11,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2051289.62,476465.21,,,BBM 3
MBM,23,CAD 738-D,PAGUDPOD,ILOCOS NORTE,REGION I,,,,,2050053.98,478084.76,,,MBM 10
BLBM,1,,PAGUDPUD,ILOCOS NORTE,REGION I,,,22074.69,21959.96,,,,,
BLBM,2,,PAGUDPUD,ILOCOS NORTE,REGION I,,,22143.87,21840.21,,,,,
BLBM,1,,PANGIAN,ILOCOS NORTE,REGION I,,,12815.32,18433.81,,,,,
BLBM,2,,PANGIAN,ILOCOS NORTE,REGION I,,,12751.53,18425.37,,,,,
TRI. STA.,,ARENA,PAOAY,ILOCOS NORTE,REGION I,18-04-01.61,120-28-40.38,,,,,,,"TO STATIONS = CULILI, RIDGE, MOR"
BLBM,1,BADIO DAYA,PAOAY,ILOCOS NORTE,REGION I,,,7892.36,20366.17,1985756.375,449657.603,,,
BLBM,2,BADIO DAYA,PAOAY,ILOCOS NORTE,REGION I,,,7792.04,20320.98,1985656.174,449612.154,,,
BBM,1,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-07-41.619,120-30-56.038,,,2005020.64,448734.57,,,
BBM,2,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,,,,,2004502.27,450006.87,,,
BBM,3,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-06-43.196,120-31-38.262,,,2003221.36,449971.2,,,
BBM,4,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-06-02.411,120-31-11.150,,,2001969.58,449170.84,,,
BBM,5,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-06-01.354,120-29-51.596,,,2001943.31,446831.78,,,
BBM,6,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-06-54.351,120-30-20.195,,,2003570.31,447677,,,
BBM,7,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-05-23.888,120-30-34.924,,,2000788.07,448102.61,,,
BBM,8,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-05-46.692,120-31-02.341,,,2001487.01,448910.6,,,
BBM,9,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-05-43.384,120-31-51.898,,,2001381.56,450367.41,,,
BBM,10,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-06-03.339,120-32-15.876,,,2001993.24,451073.94,,,
BBM,11,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-05-24-125,120-32-27.141,,,2000786.87,451402.15,,,
BBM,12,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-04-02.711,120-31-34.182,,,1998287.96,449838.57,,,
BBM,13,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-04-03.000,120-31-27.512,,,1998297.35,449642.46,,,
BBM,14,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-04-00.256,120-31-00.458,,,1998215.05,448846.66,,,
BBM,15,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-04-40.906,120-30-28.654,,,1999467.21,447914.73,,,
BBM,16,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-04-35.268,120-28-57.600,,,1999301.18,445236.8,,,
BBM,17,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-04-36.192,120-29-26.909,,,1999327.19,446098.73,,,
BBM,18,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-04-17.726,120-29-59.305,,,1998756.9,447049.8,,,
BBM,19,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-05-03.213,120-31-36.982,,,2000147.71,449925.66,,,
BBM,20,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-05-14.377,120-29-42.064,,,2000499.87,446547.58,,,
BBM,21,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-05-18.305,120-29-07.311,,,2000623.45,445526.05,,,
BBM,22,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-06-11.135,120-30-48.241,,,2002239.53,448498.02,,,
BBM,23,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-49.191,120-30-56.683,,,1997875.18,448734.77,,,
BBM,24,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-52.847,120-30-57.918,,,1997987.46,448771.36,,,
BBM,25,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-54.688,120-30-58.346,,,1998044.02,448784.12,,,
BBM,26,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-56.904,120-31-06.886,,,1998111.51,449035.42,,,
BBM,27,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-46.752,120-31-29.001,,,1997797.73,449684.94,,,
BBM,28,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-45.567,120-31-16.013,,,1997762.28,449302.92,,,
BBM,29,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-40.372,120-31-15.589,,,1997602.61,449290.03,,,
BBM,30,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-36.343,120-31-04.966,,,1997479.56,448977.31,,,
BBM,31,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-54.088,120-29-53.822,,,1998030.65,446886.59,,,
BBM,32,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-33.915,120-30-23.000,,,1997408.18,447742.97,,,
BBM,33,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-36.062,120-31-11.295,,,1997470.42,449163.4,,,
BBM,34,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-24.465,120-31-02.697,,,1997114.57,448909.62,,,
BBM,35,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-26.259,120-31-33.275,,,1997167.39,449809.02,,,
BBM,36,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-17.798,120-31-07.074,,,1996909.27,449037.83,,,
BBM,37,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-26.781,120-32-14.928,,,1997180.32,451034,,,
BBM,38,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-06.479,120-32-11.324,,,1996556.46,450926.45,,,
BBM,39,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-55.916,120-31-16.763,,,1998080.37,449325.95,,,
BBM,40,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-50.131,120-31-13.684,,,1997902.75,449234.79,,,
BBM,41,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-49.521,120-31-08.065,,,1997884.43,449069.5,,,
BBM,42,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-43.913,120-31-11.610,,,1997711.75,449173.31,,,
BBM,43,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-42.514,120-31-07.943,,,1997669.04,449065.35,,,
BBM,44,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-04-17.056,120-31-58.249,,,1998727.13,450547.4,,,
BBM,45,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-50.323,120-31-30.369,,,1997907.39,449725.47,,,
BBM,46,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,,,,,,,,,NO DATA
BBM,47,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,17-58-57.301,120-31-09.319,,,1988900.81,449083.04,,,
BBM,48,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,17-59-05.539,120-31-10.629,,,1989153.96,449122.25,,,
BBM,49,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-02-11.391,120-30-09.265,,,1994872.25,447332.23,,,
BLLM,1,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-44.116,120-31-12.897,,,1997717.895,449211.177,,,
BLLM,1,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-44.116,120-31-12.897,,,1997717.895,449211.177,,,
BLLM,2,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,,,,,1997867.336,449306.815,,,
BLLM,2,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-03-48.985,120-31-16.136,,,1997867.336,449306.815,,,
BLLM,3,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-02-06.189,120-30-04.524,,,1994712.698,447192.367,,,
BLLM,4,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-02-11.391,120-30-09.265,,,1994872.246,447332.229,,,
BLLM,5,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-02-25.427,120-30-38.057,,,2002679.718,448199.768,,,
BLLM,6,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-06-30.598,120-30-44.923,,,2002838.134,448402.032,,,
BLLM,7,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-07-05.876,120-33-09.450,,,2003911.897,452653.719,,,
BLLM,8,CAD 455-D,PAOAY,ILOCOS NORTE,REGION I,18-06-57.333,120-33-04.269,,,2003649.643,452500.778,,,
BLBM,1,CAL-LAGUIP,PAOAY,ILOCOS NORTE,REGION I,,,21242.11,16272.13,1999116.442,445598.226,,,
BLBM,2,CAL-LAGUIP,PAOAY,ILOCOS NORTE,REGION I,,,21306.4,16289.18,1999180.687,445615.443,,,
TRI. STA.,,CULILI,PAOAY,ILOCOS NORTE,REGION I,18-05-20.86,120-28-03.26,,,,,,,"TO STATIONS = PASEAR, BADOC, COLINA"
BLBM,1,CUL-LABENG,PAOAY,ILOCOS NORTE,REGION I,,,9228.09,19862.18,1987093.378,449157.085,,,
BLBM,2,CUL-LABENG,PAOAY,ILOCOS NORTE,REGION I,,,9272.85,19685.5,1987138.593,448980.524,,,
BLBM,1,CURRIMAO,PAOAY,ILOCOS NORTE,REGION I,,,15929.45,16068.18,1993804.412,445380.517,,,
BLBM,2,CURRIMAO,PAOAY,ILOCOS NORTE,REGION I,,,15355.3,16161.13,1993230.033,445471.978,,,
BLBM,1,GAANG,PAOAY,ILOCOS NORTE,REGION I,,,14125.71,19421.99,1991992.031,448729.592,,,
BLBM,2,GAANG,PAOAY,ILOCOS NORTE,REGION I,,,14169.4,19346.37,1992035.916,448654.086,,,
TRI. STA.,,N. BASE,PAOAY,ILOCOS NORTE,REGION I,18-04-30.25,120-28-30.35,,,,,,,"TO STATIONS = PAOAY BELL TOWER, ARENA, MOR, CULILI"
BLBM,1,NAGBACALAN,PAOAY,ILOCOS NORTE,REGION I,,,25891.51,20141.73,2003755.714,449479.796,,,
BLBM,2,NAGBACALAN,PAOAY,ILOCOS NORTE,REGION I,,,25833.5,20119.13,2003697.764,449457.047,,,
BDRY. MON.,,PACAY-BATAC,PAOAY,ILOCOS NORTE,REGION I,,,19634.77,21874.4,1997494.622,451196.218,,,
BLBM,,PAOAY B. T.,PAOAY,ILOCOS NORTE,REGION I,,,20029.04,19845.57,,,,,
TRI. STA.,,PAOAY B.T.,PAOAY,ILOCOS NORTE,REGION I,,,20029.04,19845.57,1997894.138,449168.456,,,
TRI. STA.,,PAOAY BELL TOWER,PAOAY,ILOCOS NORTE,REGION I,18-03-49.850,120-31-11.426,,,,,,,"TO STATIONS = ARENA, RIDGE, MOR, CULILI, BATAC"
TRI. STA.,,PAOAY CHURCH T.,PAOAY,ILOCOS NORTE,REGION I,18-03-48.874,120-31-11.161,,,,,,,"TO STATIONS = BATAC, CULILI, RIDGE"
BLBM,,PASAER,PAOAY,ILOCOS NORTE,REGION I,,,9645.72,19096.25,,,,,
TRI. STA.,,PASAER,PAOAY,ILOCOS NORTE,REGION I,,,9645.72,19096.25,1987512.978,448392.253,,,
TRI. STA.,,RIDGE,PAOAY,ILOCOS NORTE,REGION I,18-06-31.38,120-30-01.42,,,,,,,"TO STATIONS = BADOC, CULILI, CURRIMAO AST. STA."
BLLM,1,,PAOAY,ILOCOS NORTE,REGION I,18-03-48.90,120-31-16.68,20000,20000,1997864.699,449322.807,,,
BLLM,1,,PAOAY,ILOCOS NORTE,REGION I,,,20000,20000,,,,,
BLLM,2,,PAOAY,ILOCOS NORTE,REGION I,,,19863.42,19934.81,1997728.291,449257.265,,,
BLLM,2,,PAOAY,ILOCOS NORTE,REGION I,,,19863.42,19934.81,,,,,
TRI. STA.,,BATAC,PAOAY (LUZON DATUM),ILOCOS NORTE,REGION I,18-02-09.955,120-33-58.363,,,,,,,"TO STATIONS = CULILI, PASEAR"
BDRY. MON.,,,PAOAY-BATAC,ILOCOS NORTE,REGION I,,,19634.77,21874.4,,,,,
BLBM,1,,PARANG,ILOCOS NORTE,REGION I,,,21369.5,24116.86,,,,,
BLBM,2,,PARANG,ILOCOS NORTE,REGION I,,,21329.73,24174.16,,,,,
BLBM,1,,PARATONG,ILOCOS NORTE,REGION I,,,20455.32,16711.44,,,,,
BLBM,2,,PARATONG,ILOCOS NORTE,REGION I,,,20385.06,16774.81,,,,,
BLBM,,,PARI-IR,ILOCOS NORTE,REGION I,,,15692.13,19400.54,,,,,
BLBM,,,PARI-IR,ILOCOS NORTE,REGION I,,,15696.3,19371.24,,,,,
BBM,1,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2027038.785,458954.498,,,
BBM,2,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2025047.563,458124.832,,,
BBM,3,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2024683.68,457903.424,,,
BBM,4,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2025436.262,457077.012,,,
BBM,5,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2025529.987,456739.726,,,
BBM,6,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2025683.706,458469.499,,,
BBM,7,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2024510.408,458647.416,,,
BBM,8,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2024495.133,459207.979,,,
BBM,9,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2024795.205,459011.478,,,
BBM,10,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2025286.643,458929.347,,,
BBM,11,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2027247.499,458805.354,,,
BBM,12,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2027660.178,459113.323,,,
BBM,13,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2027634.721,459229.301,,,
BBM,14,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2027859.648,459281.466,,,
BBM,15,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2027611.618,458977.582,,,
BBM,16,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2028034.419,459312.449,,,
BBM,17,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2028034.419,459312.448,,,
BBM,18,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2028180.396,458964.878,,,
BBM,19,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2028816.398,459019.559,,,
BBM,20,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2029327.855,459176.268,,,
BBM,21,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2029519.592,458773.561,,,
BBM,22,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2029649.62,458853.679,,,
BBM,23,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2030140.144,458471.988,,,
BBM,24,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2030301.218,458535.051,,,
BBM,25,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2030174.381,458227.084,,,
BBM,26,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2029561.445,459837.675,,,
BBM,27,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2030907.11,458097.76,,,
BBM,28,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2031731.216,458069.652,,,
BBM,29,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2929530.957,458183.054,,,
BBM,30,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2029411.139,457926.225,,,
BBM,31,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2032017.988,458689.74,,,
BBM,32,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2030368.629,459377.944,,,
BBM,33,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2030384.46,458962.085,,,
BBM,34,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2033340.942,457499.51,,,
BBM,35,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2032781.266,457650.493,,,
BBM,36,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2033386.991,457843.006,,,
BBM,37,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2032841.552,458319.127,,,
BBM,38,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2028058.215,459215.228,,,
BBM,39,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2028067.369,459603.374,,,
BBM,40,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2024407.908,459400.086,,,
BBM,41,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2027906.008,459035.405,,,
BBM,42,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2031760.078,457742.422,,,
BBM,43,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2030875.418,457753.637,,,
BBM,44,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2028481.687,458175.522,,,
BBM,45,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2025035.491,462146.735,,,
BBM,46,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2025781.429,463208.861,,,
BBM,47,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2023734.724,457459.287,,,
BBM,48,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2023725.25,455731.536,,,
BBM,49,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2025749.649,461163.132,,,
BBM,50,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2036929.924,456967.053,,,
BBM,51,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2040811.157,455770.569,,,
BBM,52,CAD 578-D,PASUQUIN,ILOCOS NORTE,REGION I,,,,,2024575.926,461022.108,,,
